Dest,DrivingMiles,EuclidMiles,Orig
DUBL,0,30.859385446434462,ORIN
DELN,0,13.568239796834481,ORIN
PLZA,0,11.72547851912553,ORIN
EMBR,0,14.437549173301687,ORIN
FRMT,0,31.143974055040893,ORIN
FTVL,0,10.811734007341212,ORIN
GLEN,0,19.271422534113295,ORIN
HAYW,0,21.203463905750084,ORIN
LAFY,0,3.439130201957371,ORIN
LAKE,0,8.067433337042289,ORIN
MCAR,0,5.7867125735571285,ORIN
MLBR,0,30.74572463091075,ORIN
MONT,0,14.799503657488978,ORIN
NBRK,0,9.545267057146429,ORIN
NCON,0,13.830632538906503,ORIN
ORIN,0,0,ORIN
PITT,0,18.29787795944322,ORIN
PHIL,0,8.323647186231353,ORIN
POWL,0,15.218436851924706,ORIN
RICH,0,15.676617909740667,ORIN
ROCK,0,4.387126714874011,ORIN
SBRN,0,27.671145709133725,ORIN
SFIA,0,29.65445334598068,ORIN
SANL,0,15.805836758156023,ORIN
SHAY,0,24.171526312064238,ORIN
SSAN,0,25.285626669232165,ORIN
UCTY,0,27.883370055607795,ORIN
WCRK,0,6.63368568744656,ORIN
WDUB,0,29.333883918209427,ORIN
WOAK,0,8.788902301833977,ORIN
12TH,0,25.827450785785576,PITT
16TH,0,35.09906455023481,PITT
19TH,0,25.504961276133404,PITT
24TH,0,35.9849515869104,PITT
ASHB,0,25.78756184334583,PITT
BALB,0,38.61898256530027,PITT
BAYF,0,36.680088984736656,PITT
CAST,0,39.52644793907411,PITT
CIVC,0,34.049758956728,PITT
COLS,0,31.177089325424703,PITT
COLM,0,41.722935361089704,PITT
CONC,0,6.519219378056064,PITT
DALY,0,40.233164093839484,PITT
DBRK,0,26.953063753455595,PITT
DUBL,0,49.15726340587756,PITT
DELN,0,31.866117756277568,PITT
PLZA,0,30.02335647856862,PITT
EMBR,0,32.735427132744775,PITT
FRMT,0,49.44185201448398,PITT
FTVL,0,29.1096119667843,PITT
GLEN,0,37.56930049355638,PITT
HAYW,0,39.501341865193176,PITT
LAFY,0,14.85874775748563,PITT
LAKE,0,26.365311296485377,PITT
MCAR,0,24.084590533000217,PITT
MLBR,0,49.04360259035384,PITT
MONT,0,33.09738161693207,PITT
NBRK,0,27.843145016589517,PITT
NCON,0,4.4672454205366785,PITT
ORIN,0,18.29787795944309,PITT
PITT,0,0,PITT
PHIL,0,9.974230773211776,PITT
POWL,0,33.51631481136779,PITT
RICH,0,33.974495869183755,PITT
ROCK,0,22.6850046743171,PITT
SBRN,0,45.96902366857682,PITT
SFIA,0,47.95233130542377,PITT
SANL,0,34.10371471759911,PITT
SHAY,0,42.46940427150733,PITT
SSAN,0,43.58350462867526,PITT
UCTY,0,46.18124801505088,PITT
WCRK,0,11.664192271996436,PITT
WDUB,0,47.63176187765252,PITT
WOAK,0,27.086780261277067,PITT
12TH,0,15.853220012573798,PHIL
16TH,0,25.124833777023028,PHIL
19TH,0,15.530730502921628,PHIL
24TH,0,26.010720813698622,PHIL
ASHB,0,15.813331070134053,PHIL
BALB,0,28.644751792088492,PHIL
BAYF,0,26.705858211524877,PHIL
CAST,0,29.55221716586233,PHIL
CIVC,0,24.075528183516223,PHIL
COLS,0,21.202858552212927,PHIL
COLM,0,31.748704587877924,PHIL
CONC,0,3.4550113951558683,PHIL
DALY,0,30.258933320627705,PHIL
DBRK,0,16.97883298024382,PHIL
DUBL,0,39.18303263266577,PHIL
DELN,0,21.891886983065792,PHIL
PLZA,0,20.049125705356843,PHIL
EMBR,0,22.761196359532995,PHIL
FRMT,0,39.4676212412722,PHIL
FTVL,0,19.135381193572524,PHIL
GLEN,0,27.595069720344604,PHIL
HAYW,0,29.527111091981396,PHIL
LAFY,0,4.884516984273854,PHIL
LAKE,0,16.3910805232736,PHIL
MCAR,0,14.110359759788441,PHIL
MLBR,0,39.06937181714206,PHIL
MONT,0,23.123150843720286,PHIL
NBRK,0,17.86891424337774,PHIL
NCON,0,5.50698535267515,PHIL
ORIN,0,8.323647186231312,PHIL
PITT,0,9.974230773211865,PHIL
PHIL,0,0,PHIL
POWL,0,23.542084038156013,PHIL
RICH,0,24.000265095971976,PHIL
ROCK,0,12.710773901105323,PHIL
SBRN,0,35.99479289536504,PHIL
SFIA,0,37.97810053221199,PHIL
SANL,0,24.129483944387335,PHIL
SHAY,0,32.49517349829555,PHIL
SSAN,0,33.60927385546348,PHIL
UCTY,0,36.207017241839104,PHIL
WCRK,0,1.6899614987846596,PHIL
WDUB,0,37.657531104440736,PHIL
WOAK,0,17.112549488065287,PHIL
12TH,0,7.688864025582369,POWL
16TH,0,1.5827497388670155,POWL
19TH,0,8.011353535234344,POWL
24TH,0,2.4686367755426097,POWL
ASHB,0,11.134695588713079,POWL
BALB,0,5.10266775393248,POWL
BAYF,0,18.405582223803805,POWL
CAST,0,21.25194117814126,POWL
CIVC,0,0.533444145360209,POWL
COLS,0,12.902582564491857,POWL
COLM,0,8.20662054972191,POWL
CONC,0,26.997095433312012,POWL
DALY,0,6.716849282471692,POWL
DBRK,0,12.300197498822845,POWL
DUBL,0,30.882756644944703,POWL
DELN,0,17.21325150164482,POWL
PLZA,0,15.37049022393587,POWL
EMBR,0,0.7808876786231762,POWL
FRMT,0,31.167345253551133,POWL
FTVL,0,10.835105205851452,POWL
GLEN,0,4.052985682188592,POWL
HAYW,0,21.226835104260324,POWL
LAFY,0,18.65756705388216,POWL
LAKE,0,8.090804535552529,POWL
MCAR,0,9.431724278367467,POWL
MLBR,0,15.527287778986045,POWL
MONT,0,0.41893319443587623,POWL
NBRK,0,13.190278761956767,POWL
NCON,0,29.049069390831292,POWL
ORIN,0,15.218436851924789,POWL
PITT,0,33.516314811368005,POWL
PHIL,0,23.542084038156144,POWL
POWL,0,0,POWL
RICH,0,19.321629614551004,POWL
ROCK,0,10.831310137050723,POWL
SBRN,0,12.452708857209018,POWL
SFIA,0,14.436016494055972,POWL
SANL,0,15.829207956666263,POWL
SHAY,0,24.194897510574478,POWL
SSAN,0,10.06718981730746,POWL
UCTY,0,27.906741254118035,POWL
WCRK,0,21.85212253937135,POWL
WDUB,0,29.357255116719667,POWL
WOAK,0,6.42953455009088,POWL
12TH,0,11.63276558896887,RICH
16TH,0,20.9043793534181,RICH
19TH,0,11.310276079316699,RICH
24TH,0,21.790266390093695,RICH
ASHB,0,8.186934025837706,RICH
BALB,0,24.424297368483565,RICH
BAYF,0,22.485403787919946,RICH
CAST,0,25.3317627422574,RICH
CIVC,0,19.855073759911296,RICH
COLS,0,16.982404128607996,RICH
COLM,0,27.528250164272997,RICH
CONC,0,27.455276491128057,RICH
DALY,0,26.038478897022777,RICH
DBRK,0,7.021432115728188,RICH
DUBL,0,34.962578209060844,RICH
DELN,0,2.1083781129061947,RICH
PLZA,0,3.951139390615239,RICH
EMBR,0,18.540741935928068,RICH
FRMT,0,35.24716681766727,RICH
FTVL,0,14.914926769967593,RICH
GLEN,0,23.374615296739677,RICH
HAYW,0,25.306656668376462,RICH
LAFY,0,19.115748111698206,RICH
LAKE,0,12.17062609966867,RICH
MCAR,0,9.889905336183512,RICH
MLBR,0,34.848917393537135,RICH
MONT,0,18.902696420115358,RICH
NBRK,0,6.131350852594261,RICH
NCON,0,29.507250448647337,RICH
ORIN,0,15.676617909740834,RICH
PITT,0,33.974495869184054,RICH
PHIL,0,24.00026509597219,RICH
POWL,0,19.321629614551085,RICH
RICH,0,0,RICH
ROCK,0,11.289491194866768,RICH
SBRN,0,31.774338471760107,RICH
SFIA,0,33.75764610860706,RICH
SANL,0,19.909029520782404,RICH
SHAY,0,28.274719074690616,RICH
SSAN,0,29.388819431858547,RICH
UCTY,0,31.986562818234173,RICH
WCRK,0,22.310303597187396,RICH
WDUB,0,33.43707668083581,RICH
WOAK,0,12.89209506446036,RICH
12TH,0,3.142446111468475,ROCK
16TH,0,12.414059875917708,ROCK
19TH,0,2.819956601816304,ROCK
24TH,0,13.299946912593303,ROCK
ASHB,0,3.1025571690287297,ROCK
BALB,0,15.933977890983172,ROCK
BAYF,0,13.995084310419553,ROCK
CAST,0,16.841443264757007,ROCK
CIVC,0,11.364754282410901,ROCK
COLS,0,8.492084651107604,ROCK
COLM,0,19.037930686772604,ROCK
CONC,0,16.165785296261287,ROCK
DALY,0,17.548159419522385,ROCK
DBRK,0,4.268059079138496,ROCK
DUBL,0,26.47225873156045,ROCK
DELN,0,9.181113081960468,ROCK
PLZA,0,7.338351804251518,ROCK
EMBR,0,10.050422458427674,ROCK
FRMT,0,26.75684734016688,ROCK
FTVL,0,6.424607292467199,ROCK
GLEN,0,14.884295819239284,ROCK
HAYW,0,16.81633719087607,ROCK
LAFY,0,7.826256916831436,ROCK
LAKE,0,3.6803066221682763,ROCK
MCAR,0,1.3995858586831174,ROCK
MLBR,0,26.358597916036743,ROCK
MONT,0,10.412376942614966,ROCK
NBRK,0,5.158140342272417,ROCK
NCON,0,18.217759253780567,ROCK
ORIN,0,4.387126714874066,ROCK
PITT,0,22.685004674317284,ROCK
PHIL,0,12.71077390110542,ROCK
POWL,0,10.831310137050693,ROCK
RICH,0,11.289491194866654,ROCK
ROCK,0,0,ROCK
SBRN,0,23.284018994259714,ROCK
SFIA,0,25.26732663110667,ROCK
SANL,0,11.418710043282012,ROCK
SHAY,0,19.784399597190223,ROCK
SSAN,0,20.898499954358154,ROCK
UCTY,0,23.49624334073378,ROCK
WCRK,0,11.020812402320626,ROCK
WDUB,0,24.946757203335416,ROCK
WOAK,0,4.401775586959965,ROCK
12TH,0,20.141572882790733,SBRN
16TH,0,10.869959118341564,SBRN
19TH,0,20.464062392442706,SBRN
24TH,0,9.98407208166602,SBRN
ASHB,0,23.587404445921443,SBRN
BALB,0,7.350041103276244,SBRN
BAYF,0,30.858291081012172,SBRN
CAST,0,33.70465003534962,SBRN
CIVC,0,11.919264711848157,SBRN
COLS,0,25.355291421700223,SBRN
COLM,0,4.246088307486844,SBRN
CONC,0,39.449804290520376,SBRN
DALY,0,5.7358595747370735,SBRN
DBRK,0,24.75290635603121,SBRN
DUBL,0,43.33546550215307,SBRN
DELN,0,29.665960358853184,SBRN
PLZA,0,27.823199081144235,SBRN
EMBR,0,13.233596535831541,SBRN
FRMT,0,43.62005411075949,SBRN
FTVL,0,23.28781406305982,SBRN
GLEN,0,8.399723175020164,SBRN
HAYW,0,33.67954396146869,SBRN
LAFY,0,31.110275911090522,SBRN
LAKE,0,20.543513392760897,SBRN
MCAR,0,21.88443313557583,SBRN
MLBR,0,3.074578921777027,SBRN
MONT,0,12.87164205164424,SBRN
NBRK,0,25.642987619165133,SBRN
NCON,0,41.501778248039656,SBRN
ORIN,0,27.67114570913315,SBRN
PITT,0,45.96902366857637,SBRN
PHIL,0,35.994792895364505,SBRN
POWL,0,12.452708857208364,SBRN
RICH,0,31.774338471759368,SBRN
ROCK,0,23.284018994259085,SBRN
SBRN,0,0,SBRN
SFIA,0,1.983307636846954,SBRN
SANL,0,28.28191681387463,SBRN
SHAY,0,36.64760636778284,SBRN
SSAN,0,2.3855190399013866,SBRN
UCTY,0,40.359450111326396,SBRN
WCRK,0,34.30483139657971,SBRN
WDUB,0,41.809963973928035,SBRN
WOAK,0,18.882243407299246,SBRN
12TH,0,22.12488051963785,SFIA
16TH,0,12.85326675518868,SFIA
19TH,0,22.44737002928982,SFIA
24TH,0,11.967379718513135,SFIA
ASHB,0,25.57071208276856,SFIA
BALB,0,9.333348740123357,SFIA
BAYF,0,32.84159871785929,SFIA
CAST,0,35.687957672196745,SFIA
CIVC,0,13.902572348695273,SFIA
COLS,0,27.338599058547338,SFIA
COLM,0,6.229395944333959,SFIA
CONC,0,41.43311192736749,SFIA
DALY,0,7.719167211584188,SFIA
DBRK,0,26.736213992878326,SFIA
DUBL,0,45.318773139000186,SFIA
DELN,0,31.6492679957003,SFIA
PLZA,0,29.80650671799135,SFIA
EMBR,0,15.216904172678657,SFIA
FRMT,0,45.60336174760661,SFIA
FTVL,0,25.271121699906935,SFIA
GLEN,0,10.383030811867279,SFIA
HAYW,0,35.66285159831581,SFIA
LAFY,0,33.093583547937634,SFIA
LAKE,0,22.526821029608012,SFIA
MCAR,0,23.867740772422945,SFIA
MLBR,0,1.1570304500410271,SFIA
MONT,0,14.854949688491356,SFIA
NBRK,0,27.62629525601225,SFIA
NCON,0,43.48508588488677,SFIA
ORIN,0,29.654453345980265,SFIA
PITT,0,47.952331305423485,SFIA
PHIL,0,37.97810053221162,SFIA
POWL,0,14.43601649405548,SFIA
RICH,0,33.75764610860649,SFIA
ROCK,0,25.2673266311062,SFIA
SBRN,0,1.9833076368471143,SFIA
SFIA,0,0,SFIA
SANL,0,30.265224450721746,SFIA
SHAY,0,38.630914004629965,SFIA
SSAN,0,4.368826676748501,SFIA
UCTY,0,42.34275774817352,SFIA
WCRK,0,36.28813903342682,SFIA
WDUB,0,43.79327161077515,SFIA
WOAK,0,20.86555104414636,SFIA
12TH,0,8.276263931813645,SANL
16TH,0,17.41195769553318,SANL
19TH,0,8.59875344146562,SANL
24TH,0,18.297844732208773,SANL
ASHB,0,11.722095494944355,SANL
BALB,0,20.931875710598643,SANL
BAYF,0,2.5763742671375427,SANL
CAST,0,5.422733221474996,SANL
CIVC,0,16.362652102026374,SANL
COLS,0,2.9266253921745196,SANL
COLM,0,24.035828506388075,SANL
CONC,0,27.584495339543288,SANL
DALY,0,22.546057239137856,SANL
DBRK,0,12.887597405054121,SANL
DUBL,0,15.05354868827844,SANL
DELN,0,17.800651407876096,SANL
PLZA,0,15.957890130167145,SANL
EMBR,0,15.048320278043146,SANL
FRMT,0,15.338137296884868,SANL
FTVL,0,4.994102750814797,SANL
GLEN,0,19.882193638854755,SANL
HAYW,0,5.3976271475940605,SANL
LAFY,0,19.244966960113437,SANL
LAKE,0,7.738403421113766,SANL
MCAR,0,10.019124184598743,SANL
MLBR,0,31.35649573565221,SANL
MONT,0,15.410274762230438,SANL
NBRK,0,13.777678668188043,SANL
NCON,0,29.63646929706257,SANL
ORIN,0,15.805836758156065,SANL
PITT,0,34.10371471759928,SANL
PHIL,0,24.12948394438742,SANL
POWL,0,15.829207956666165,SANL
RICH,0,19.90902952078228,SANL
ROCK,0,11.418710043282,SANL
SBRN,0,28.281916813875185,SANL
SFIA,0,30.26522445072214,SANL
SANL,0,0,SANL
SHAY,0,8.365689553908215,SANL
SSAN,0,25.896397773973625,SANL
UCTY,0,12.077533297451772,SANL
WCRK,0,22.439522445602627,SANL
WDUB,0,13.528047160053404,SANL
WOAK,0,9.399673406575438,SANL
12TH,0,16.641953485721608,SHAY
16TH,0,25.77764724944114,SHAY
19TH,0,16.96444299537358,SHAY
24TH,0,26.663534286116736,SHAY
ASHB,0,20.087785048852318,SHAY
BALB,0,29.297565264506606,SHAY
BAYF,0,5.789315286770554,SHAY
CAST,0,8.635674241108008,SHAY
CIVC,0,24.728341655934337,SHAY
COLS,0,11.292314946082481,SHAY
COLM,0,32.401518060296034,SHAY
CONC,0,35.95018489345125,SHAY
DALY,0,30.91174679304582,SHAY
DBRK,0,21.253286958962086,SHAY
DUBL,0,18.266489707911454,SHAY
DELN,0,26.16634096178406,SHAY
PLZA,0,24.32357968407511,SHAY
EMBR,0,23.41400983195111,SHAY
FRMT,0,6.972447742976653,SHAY
FTVL,0,13.359792304722758,SHAY
GLEN,0,28.247883192762718,SHAY
HAYW,0,2.9680624063141994,SHAY
LAFY,0,27.610656514021397,SHAY
LAKE,0,16.10409297502173,SHAY
MCAR,0,18.384813738506704,SHAY
MLBR,0,39.72218528956017,SHAY
MONT,0,23.7759643161384,SHAY
NBRK,0,22.143368222096008,SHAY
NCON,0,38.00215885097053,SHAY
ORIN,0,24.171526312064024,SHAY
PITT,0,42.469404271507244,SHAY
PHIL,0,32.49517349829538,SHAY
POWL,0,24.194897510574126,SHAY
RICH,0,28.274719074690243,SHAY
ROCK,0,19.78439959718996,SHAY
SBRN,0,36.64760636778315,SHAY
SFIA,0,38.6309140046301,SHAY
SANL,0,8.365689553907961,SHAY
SHAY,0,0,SHAY
SSAN,0,34.26208732788159,SHAY
UCTY,0,3.7118437435435565,SHAY
WCRK,0,30.805211999510586,SHAY
WDUB,0,16.74098817968642,SHAY
WOAK,0,17.7653629604834,SHAY
12TH,0,17.756053842889344,SSAN
16TH,0,8.484440078440176,SSAN
19TH,0,18.078543352541317,SSAN
24TH,0,7.5985530417646325,SSAN
ASHB,0,21.201885406020054,SSAN
BALB,0,4.964522063374856,SSAN
BAYF,0,28.472772041110783,SSAN
CAST,0,31.319130995448237,SSAN
CIVC,0,9.53374567194677,SSAN
COLS,0,22.969772381798833,SSAN
COLM,0,1.8605692675854577,SSAN
CONC,0,37.06428525061899,SSAN
DALY,0,3.350340534835687,SSAN
DBRK,0,22.367387316129822,SSAN
DUBL,0,40.94994646225168,SSAN
DELN,0,27.280441318951794,SSAN
PLZA,0,25.437680041242846,SSAN
EMBR,0,10.848077495930154,SSAN
FRMT,0,41.2345350708581,SSAN
FTVL,0,20.90229502315843,SSAN
GLEN,0,6.014204135118777,SSAN
HAYW,0,31.2940249215673,SSAN
LAFY,0,28.724756871189133,SSAN
LAKE,0,18.157994352859507,SSAN
MCAR,0,19.49891409567444,SSAN
MLBR,0,5.460097961678585,SSAN
MONT,0,10.486123011742853,SSAN
NBRK,0,23.257468579263744,SSAN
NCON,0,39.11625920813827,SSAN
ORIN,0,25.28562666923176,SSAN
PITT,0,43.58350462867498,SSAN
PHIL,0,33.609273855463115,SSAN
POWL,0,10.067189817306977,SSAN
RICH,0,29.38881943185798,SSAN
ROCK,0,20.898499954357696,SSAN
SBRN,0,2.3855190399015584,SSAN
SFIA,0,4.368826676748513,SSAN
SANL,0,25.89639777397324,SSAN
SHAY,0,34.26208732788145,SSAN
SSAN,0,0,SSAN
UCTY,0,37.97393107142501,SSAN
WCRK,0,31.919312356678322,SSAN
WDUB,0,39.424444934026646,SSAN
WOAK,0,16.496724367397857,SSAN
12TH,0,20.353797229265204,UCTY
16TH,0,29.489490992984738,UCTY
19TH,0,20.676286738917177,UCTY
24TH,0,30.375378029660332,UCTY
ASHB,0,23.799628792395914,UCTY
BALB,0,33.0094090080502,UCTY
BAYF,0,9.501159030314152,UCTY
CAST,0,12.347517984651606,UCTY
CIVC,0,28.440185399477933,UCTY
COLS,0,15.00415868962608,UCTY
COLM,0,36.11336180383963,UCTY
CONC,0,39.66202863699485,UCTY
DALY,0,34.62359053658941,UCTY
DBRK,0,24.965130702505682,UCTY
DUBL,0,21.97833345145505,UCTY
DELN,0,29.878184705327655,UCTY
PLZA,0,28.035423427618706,UCTY
EMBR,0,27.125853575494705,UCTY
FRMT,0,3.2606039994330964,UCTY
FTVL,0,17.071636048266356,UCTY
GLEN,0,31.959726936306314,UCTY
HAYW,0,6.679906149857798,UCTY
LAFY,0,31.322500257564993,UCTY
LAKE,0,19.815936718565325,UCTY
MCAR,0,22.0966574820503,UCTY
MLBR,0,43.43402903310377,UCTY
MONT,0,27.487808059681996,UCTY
NBRK,0,25.855211965639604,UCTY
NCON,0,41.71400259451413,UCTY
ORIN,0,27.88337005560762,UCTY
PITT,0,46.18124801505084,UCTY
PHIL,0,36.207017241838976,UCTY
POWL,0,27.906741254117723,UCTY
RICH,0,31.98656281823384,UCTY
ROCK,0,23.496243340733557,UCTY
SBRN,0,40.359450111326744,UCTY
SFIA,0,42.342757748173696,UCTY
SANL,0,12.07753329745156,UCTY
SHAY,0,3.7118437435435987,UCTY
SSAN,0,37.973931071425184,UCTY
UCTY,0,0,UCTY
WCRK,0,34.51705574305418,UCTY
WDUB,0,20.452831923230015,UCTY
WOAK,0,21.477206704026997,UCTY
12TH,0,14.16325851378914,WCRK
16TH,0,23.434872278238373,WCRK
19TH,0,13.84076900413697,WCRK
24TH,0,24.320759314913968,WCRK
ASHB,0,14.123369571349395,WCRK
BALB,0,26.954790293303837,WCRK
BAYF,0,25.01589671274022,WCRK
CAST,0,27.862255667077672,WCRK
CIVC,0,22.385566684731568,WCRK
COLS,0,19.51289705342827,WCRK
COLM,0,30.05874308909327,WCRK
CONC,0,5.144972893940662,WCRK
DALY,0,28.56897182184305,WCRK
DBRK,0,15.28887148145916,WCRK
DUBL,0,37.49307113388112,WCRK
DELN,0,20.201925484281134,WCRK
PLZA,0,18.359164206572185,WCRK
EMBR,0,21.07123486074834,WCRK
FRMT,0,37.777659742487536,WCRK
FTVL,0,17.445419694787866,WCRK
GLEN,0,25.90510822155995,WCRK
HAYW,0,27.837149593196735,WCRK
LAFY,0,3.1945554854891944,WCRK
LAKE,0,14.701119024488941,WCRK
MCAR,0,12.420398261003783,WCRK
MLBR,0,37.3794103183574,WCRK
MONT,0,21.43318934493563,WCRK
NBRK,0,16.178952744593083,WCRK
NCON,0,7.196946851459943,WCRK
ORIN,0,6.633685687446653,WCRK
PITT,0,11.664192271996658,WCRK
PHIL,0,1.6899614987847937,WCRK
POWL,0,21.852122539371358,WCRK
RICH,0,22.310303597187318,WCRK
ROCK,0,11.020812402320665,WCRK
SBRN,0,34.304831396580376,WCRK
SFIA,0,36.28813903342733,WCRK
SANL,0,22.439522445602677,WCRK
SHAY,0,30.805211999510888,WCRK
SSAN,0,31.91931235667882,WCRK
UCTY,0,34.51705574305444,WCRK
WCRK,0,0,WCRK
WDUB,0,35.96756960565608,WCRK
WOAK,0,15.42258798928063,WCRK
12TH,0,21.80431109186688,WDUB
16TH,0,30.940004855586412,WDUB
19TH,0,22.126800601518852,WDUB
24TH,0,31.825891892262007,WDUB
ASHB,0,25.25014265499759,WDUB
BALB,0,34.45992287065188,WDUB
BAYF,0,10.951672892915829,WDUB
CAST,0,8.105313938578414,WDUB
CIVC,0,29.890699262079607,WDUB
COLS,0,16.454672552227755,WDUB
COLM,0,37.56387566644131,WDUB
CONC,0,41.11254249959652,WDUB
DALY,0,36.07410439919109,WDUB
DBRK,0,26.415644565107357,WDUB
DUBL,0,1.5255015282250357,WDUB
DELN,0,31.32869856792933,WDUB
PLZA,0,29.48593729022038,WDUB
EMBR,0,28.57636743809638,WDUB
FRMT,0,23.71343592266316,WDUB
FTVL,0,18.52214991086803,WDUB
GLEN,0,33.41024079890799,WDUB
HAYW,0,13.772925773372346,WDUB
LAFY,0,32.773014120166664,WDUB
LAKE,0,21.266450581167,WDUB
MCAR,0,23.547171344651975,WDUB
MLBR,0,44.88454289570545,WDUB
MONT,0,28.93832192228367,WDUB
NBRK,0,27.30572582824128,WDUB
NCON,0,43.1645164571158,WDUB
ORIN,0,29.333883918209295,WDUB
PITT,0,47.631761877652515,WDUB
PHIL,0,37.65753110444065,WDUB
POWL,0,29.357255116719397,WDUB
RICH,0,33.43707668083552,WDUB
ROCK,0,24.94675720333523,WDUB
SBRN,0,41.809963973928426,WDUB
SFIA,0,43.79327161077538,WDUB
SANL,0,13.528047160053235,WDUB
SHAY,0,16.740988179686504,WDUB
SSAN,0,39.424444934026866,WDUB
UCTY,0,20.45283192323006,WDUB
WCRK,0,35.967569605655854,WDUB
WDUB,0,0,WDUB
WOAK,0,22.927720566628672,WDUB
12TH,0,1.259329475491489,WOAK
16TH,0,8.012284288957742,WOAK
19TH,0,1.5818189851434632,WOAK
24TH,0,8.898171325633337,WOAK
ASHB,0,4.705161038622198,WOAK
BALB,0,11.532202304023206,WOAK
BAYF,0,11.976047673712927,WOAK
CAST,0,14.82240662805038,WOAK
CIVC,0,6.962978695450936,WOAK
COLS,0,6.473048014400977,WOAK
COLM,0,14.636155099812637,WOAK
CONC,0,20.567560883221127,WOAK
DALY,0,13.14638383256242,WOAK
DBRK,0,5.870662948731964,WOAK
DUBL,0,24.453222094853825,WOAK
DELN,0,10.783716951553938,WOAK
PLZA,0,8.940955673844988,WOAK
EMBR,0,5.648646871467709,WOAK
FRMT,0,24.737810703460255,WOAK
FTVL,0,4.405570655760573,WOAK
GLEN,0,10.482520232279319,WOAK
HAYW,0,14.797300554169444,WOAK
LAFY,0,12.228032503791278,WOAK
LAKE,0,1.6612699854616497,WOAK
MCAR,0,3.0021897282765857,WOAK
MLBR,0,21.956822329076772,WOAK
MONT,0,6.010601355655,WOAK
NBRK,0,6.760744211865886,WOAK
NCON,0,22.619534840740407,WOAK
ORIN,0,8.788902301833907,WOAK
PITT,0,27.086780261277124,WOAK
PHIL,0,17.11254948806526,WOAK
POWL,0,6.429534550090726,WOAK
RICH,0,12.892095064460124,WOAK
ROCK,0,4.401775586959841,WOAK
SBRN,0,18.882243407299747,WOAK
SFIA,0,20.865551044146702,WOAK
SANL,0,9.399673406575385,WOAK
SHAY,0,17.7653629604836,WOAK
SSAN,0,16.496724367398187,WOAK
UCTY,0,21.477206704027157,WOAK
WCRK,0,15.422587989280466,WOAK
WDUB,0,22.92772056662879,WOAK
WOAK,0,0,WOAK
